site_code,site_name,sort_order,latitude,longitude,region,marine_common_season,marine_season_code,target_assemblage,size_mm,count,species
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,138,SU15,chthamalus/balanus,12,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,138,SU15,chthamalus/balanus,15,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,138,SU15,fucus,19,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,138,SU15,fucus,24,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,chthamalus/balanus,14,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,chthamalus/balanus,15,2,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,chthamalus/balanus,16,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,chthamalus/balanus,17,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,fucus,10,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,fucus,11,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,fucus,13,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,fucus,14,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,fucus,15,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,fucus,17,1,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,fucus,18,2,Nucella spp
HATW,Hat Island West,3280,48.52352905,-122.55222,WA Salish Sea,142,SU16,fucus,20,1,Nucella spp
HATE,Hat Island East,3290,48.52220917,-122.54353,WA Salish Sea,138,SU15,fucus,29,1,Nucella spp
POP,Post Point,3550,48.7120018,-122.51913,WA Salish Sea,118,SU10,fucus,10,1,Nucella spp
MAN,Manchester,3680,47.57688141,-122.54411,WA Salish Sea,134,SU14,barnacle,18,1,Nucella spp
MAN,Manchester,3680,47.57688141,-122.54411,WA Salish Sea,134,SU14,barnacle,20,2,Nucella spp
